models,group,name,Seg-ACC,Seg-AP,Seg-Dice,Seg-FBeta,Seg-MIoU,ASE,semblance,TR,semblance_manual,TASE,MSE_field
MSFSegNet-31+51-32-tanh-01111-bs8-lr2.0e-03-BCE-SGD-S1,tuning_train_para_250105,yz,0.924317479133606,0.0061156486626714,0.0222003990784287,0.0498589985072612,0.0056128508877009,0.3527438342571258,1.061917260770843,0.565294836219581,0.6138228735351787,0.3909332454204559,0.0520723896495377
MSFSegNet-31+51-32-tanh-01111-bs8-lr2.0e-03-BCE-SGD-S1,tuning_train_para_250105,sh,0.8809177875518799,0.0056923499796539,0.0192865189164876,0.044428551569581,0.0048687495291233,0.418756365776062,0.5674446566019766,0.9016712196118422,0.5545652726232954,0.5069433450698853,0.0065890963560627
MSFSegNet-31+51-32-tanh-01111-bs8-lr2.0e-03-BCE-SGD-S1,tuning_train_para_250105,jsh,0.9526028037071228,0.0011806920520029,0.0052469840738922,0.012379826977849,0.0013152052415534,0.3283030390739441,0.3152457377885681,0.3410269199836003,0.1575950042003968,0.4370477795600891,0.0905255546554434
MSFSegNet-31+51-32-tanh-01111-bs8-lr2.0e-03-BCE-SGD-S1,tuning_train_para_250105,syn_us_test,0.997933546702067,0.9880672693252563,0.977199931939443,0.9880301157633463,0.4777170519034068,0.52104252576828,1.250555835608652,0.9692708333333333,0.9566561732678199,0.5219555497169495,0.002055448148549395
MSFSegNet-31+51-32-tanh-01111-bs8-lr2.0e-03-BCE-SGD-S1,tuning_train_para_250105,bp,0.9006808400154114,0.006810418097302318,0.02549298666417599,0.05676515214145184,0.006455532740801573,0.5991472005844116,1.355835930659832,0.9672349840633054,0.9851754038224314,0.6575590968132019,0.007551595419317251
MSFSegNet-31+51-32-tanh-01111-bs8-lr2.0e-03-BCE-SGD-S1,tuning_train_para_250105,yz,0.924317479133606,0.00617418228648603,0.02222078386694193,0.0499280858784914,0.005617632530629635,0.3527438044548035,1.061917260770843,0.5652948362195809,0.6138228735351787,0.3909332454204559,0.05207238964953771
MSFSegNet-31+51-32-tanh-01111-bs8-lr2.0e-03-BCE-SGD-S1,tuning_train_para_250105,sh,0.8809177875518799,0.005685178562998772,0.01928650960326195,0.04443022049963474,0.004868579097092152,0.418756365776062,0.5674446566019766,0.9016712196118422,0.5545652726232954,0.5069433450698853,0.006589096356062746
MSFSegNet-31+51-32-tanh-01111-bs8-lr2.0e-03-BCE-SGD-S1,tuning_train_para_250105,jsh,0.9526028037071228,0.00118208589265123,0.005251523107290268,0.01238342188298702,0.001316385110840201,0.3283030092716217,0.3152457377885681,0.3410269199836004,0.1575950042003968,0.4370477795600891,0.0905255546554434
MSFSegNet-31+51-16-tanh-01111-bs8-lr1.0e-03-BCE-SGD-S4,tuning_train_para_250105,syn_us_test,0.997072160243988,0.9832074840863546,0.967891534169515,0.9826099673906962,0.4689003924528758,0.5224438309669495,1.250402104352156,0.9833333333333334,0.9566561732678199,0.5222935080528259,0.003446537548526243
MSFSegNet-31+51-16-tanh-01111-bs8-lr1.0e-03-BCE-SGD-S4,tuning_train_para_250105,bp,0.9053937792778015,0.006848952732980251,0.02659014705568552,0.05889289639890194,0.006737123942002654,0.601524829864502,1.361667628649928,0.9879488722803565,0.9851754038224314,0.653288722038269,0.007881014095449747
MSFSegNet-31+51-16-tanh-01111-bs8-lr1.0e-03-BCE-SGD-S4,tuning_train_para_250105,yz,0.9397497475147247,0.006736736511811614,0.02749678399413824,0.06026243790984154,0.006970230955630541,0.4116287231445312,1.318611929793681,0.4880515655256814,0.6138228735351787,0.4326611757278442,0.04014608915628091
MSFSegNet-31+51-16-tanh-01111-bs8-lr1.0e-03-BCE-SGD-S4,tuning_train_para_250105,sh,0.8908624351024628,0.005870903376489878,0.0202161381021142,0.04624616727232933,0.005105659132823348,0.4389111995697021,0.5763937959783787,0.9028739850132984,0.5545652726232954,0.5177838802337646,0.005671500687920245
MSFSegNet-31+51-16-tanh-01111-bs8-lr1.0e-03-BCE-SGD-S4,tuning_train_para_250105,jsh,0.9517570436000824,0.001175738696474582,0.005132630001753569,0.01211661985144019,0.001286504731979221,0.336517333984375,0.2928708374101067,0.3752268540721359,0.1575950042003968,0.4156879186630249,0.08925997283647909
MSFSegNet-31+51-16-tanh-01111-bs16-lr1.0e-03-BCE-SGD-S2,tuning_train_para_250105,syn_us_test,0.9955019354820251,0.9730862379074097,0.9505799412727356,0.9739137887954712,0.4529072940349579,0.5266619920730591,1.276669963723354,0.98203125,0.9666256590131412,0.5266619920730591,0.003732045562996896
MSFSegNet-31+51-16-tanh-01111-bs16-lr1.0e-03-BCE-SGD-S2,tuning_train_para_250105,bp,0.9021958708763123,0.006922255270183086,0.02718398720026016,0.0604388602077961,0.00688964081928134,0.6137436628341675,1.371758448940364,0.9803860664347885,0.9851754038224314,0.6633073687553406,0.00835332867546909
MSFSegNet-31+51-16-tanh-01111-bs16-lr1.0e-03-BCE-SGD-S2,tuning_train_para_250105,yz,0.9380664229393005,0.006440014578402042,0.02600070647895336,0.05716147273778915,0.006585794501006603,0.4116988778114319,1.445570608677335,0.5325783340910162,0.6138228735351787,0.4272636771202087,0.03940728120743081
MSFSegNet-31+51-16-tanh-01111-bs16-lr1.0e-03-BCE-SGD-S2,tuning_train_para_250105,sh,0.8883808255195618,0.005915740039199591,0.02026958949863911,0.04645537212491035,0.005119279958307743,0.4445685744285583,0.5787621233696023,0.8879825291487837,0.5545652726232954,0.5226155519485474,0.00461690287967602
MSFSegNet-31+51-16-tanh-01111-bs16-lr1.0e-03-BCE-SGD-S2,tuning_train_para_250105,jsh,0.9443509578704834,0.001261382363736629,0.005247343797236681,0.01248496025800705,0.001315286848694086,0.3700703680515289,0.3368153287165294,0.4538228394354122,0.1575950042003968,0.4488704204559326,0.09020658373821784
MSFSegNet-31+51-32-tanh-01111-bs16-lr1.0e-03-BCE-SGD-S4,tuning_train_para_250105,syn_us_test,0.9955611824989319,0.9742583632469177,0.9512197971343994,0.9744399189949036,0.4534886479377747,0.5252410769462585,1.290545826822017,0.99140625,0.9666256590131412,0.5258623957633972,0.002643703527418212
MSFSegNet-31+51-32-tanh-01111-bs16-lr1.0e-03-BCE-SGD-S4,tuning_train_para_250105,bp,0.9051530957221985,0.00688159791752696,0.02715761959552765,0.0601724199950695,0.006882865913212299,0.6048674583435059,1.378110218965067,0.9852451068936545,0.9851754038224314,0.6577325463294983,0.008076542350780943
MSFSegNet-31+51-32-tanh-01111-bs16-lr1.0e-03-BCE-SGD-S4,tuning_train_para_250105,yz,0.9344332218170166,0.00625565554946661,0.02425343357026577,0.05366789549589157,0.006137789692729712,0.4057068824768066,1.405747524604784,0.5174459269051686,0.6138228735351787,0.4317136704921722,0.02945544543180834
MSFSegNet-31+51-32-tanh-01111-bs16-lr1.0e-03-BCE-SGD-S4,tuning_train_para_250105,sh,0.8858724236488342,0.005853444803506136,0.02013908326625824,0.04624037444591522,0.005085984244942665,0.4289555549621582,0.5743977004467562,0.9287029090378889,0.5545652726232954,0.507182240486145,0.004674106361587949
MSFSegNet-31+51-32-tanh-01111-bs16-lr1.0e-03-BCE-SGD-S4,tuning_train_para_250105,jsh,0.945448637008667,0.001200316241011024,0.004965673200786114,0.0118031520396471,0.001244508195668459,0.3521967530250549,0.3206531042456024,0.3738999850244733,0.1575950042003968,0.441014289855957,0.08889854032280922
MSFSegNet-31+51-32-tanh-01111-bs8-lr5.0e-03-BCE-SGD-S5,tuning_train_para_250105,syn_us_test,0.9988248745600382,0.9934056202570596,0.9869255224863688,0.9932274222373962,0.4870996673901875,0.5218703150749207,1.2547464455825077,0.9697916666666666,0.9634350947893704,0.5218615531921387,0.0022382899920043
MSFSegNet-31+51-32-tanh-01111-bs8-lr5.0e-03-BCE-SGD-S5,tuning_train_para_250105,bp,0.8947320580482483,0.0068890594411641,0.0263677751645445,0.0590641647577285,0.0066802166402339,0.5946838855743408,1.3059254381924363,0.9672951728963683,0.9851754038224312,0.6524914503097534,0.0087884490586991
MSFSegNet-31+51-32-tanh-01111-bs8-lr5.0e-03-BCE-SGD-S5,tuning_train_para_250105,yz,0.9165253341197968,0.0061437897384166,0.0216839686036109,0.0491632781922817,0.0054809269495308,0.2782275378704071,0.7523925216263564,0.6802659573652049,0.6138228735351787,0.3529577851295471,0.0384492517032832
MSFSegNet-31+51-32-tanh-01111-bs8-lr5.0e-03-BCE-SGD-S5,tuning_train_para_250105,sh,0.8768765330314636,0.005855759140104,0.0194608941674232,0.0449469145387411,0.0049130998086184,0.4127646386623382,0.5386782694325906,0.9110309123724613,0.5545652726232954,0.5035063028335571,0.0061032519388784
MSFSegNet-31+51-32-tanh-01111-bs8-lr5.0e-03-BCE-SGD-S5,tuning_train_para_250105,jsh,0.9522869884967804,0.0011848920257762,0.0047288390342146,0.0111613236367702,0.001185011700727,0.3317926526069641,0.2917172477781706,0.3591046980955656,0.1575950042003968,0.4477703273296356,0.0937633619038746
MSFSegNet-31+51-16-tanh-01111-bs8-lr1.0e-03-BCE-SGD-S2,tuning_train_para_250105,syn_us_test,0.9967204531033834,0.9812487363815308,0.9641995429992676,0.9812842806180319,0.4654516975084941,0.5232663750648499,1.244173245046583,0.9718750000000002,0.9566561732678199,0.5232663750648499,0.003194987106772909
